법정동,단지명,전용면적,거래금액(만원),건축년도,계약일,층,역이름,시기
풍납동,미성,116.965,85250,1985,2019-04-16,8,석촌역,개통 후
문정동,올림픽훼밀리타운,84.705,108000,1988,2019-04-04,2,석촌역,개통 후
잠실동,잠실엘스,84.8,165000,2008,2019-04-17,12,석촌역,개통 후
마천동,마천금호어울림1차아파트,81.18,59800,2002,2019-04-09,17,석촌역,개통 후
장지동,송파파인타운3단지,84.93,83700,2008,2019-04-04,3,석촌역,개통 후
방이동,코오롱아파트,84.95,85500,1991,2019-04-02,11,석촌역,개통 후
방이동,올림픽선수기자촌3단지,135.99,190000,1988,2019-04-22,3,석촌역,개통 후
방이동,올림픽선수기자촌3단지,83.06,147500,1988,2019-04-22,18,석촌역,개통 후
신천동,파크리오,84.79,140800,2008,2019-04-12,23,석촌역,개통 후
문정동,문정시영,35.46,44000,1989,2019-04-13,13,석촌역,개통 후
잠실동,주공아파트 5단지,76.5,180500,1978,2019-04-24,12,석촌역,개통 후
신천동,파크리오,84.9,135000,2008,2019-04-23,3,석촌역,개통 후
가락동,래미안파크팰리스,114.756,129000,2007,2019-04-13,19,석촌역,개통 후
가락동,가락(1차)쌍용아파트,59.92,71000,1997,2019-04-02,18,석촌역,개통 후
방이동,올림픽선수기자촌1단지,100.82,145000,1988,2019-04-01,11,석촌역,개통 후
잠실동,잠실엘스,84.88,157000,2008,2019-04-05,10,석촌역,개통 후
신천동,장미2,82.45,136000,1979,2019-04-26,13,석촌역,개통 후
장지동,위례신도시송파푸르지오,108.281,120000,2015,2019-04-01,25,석촌역,개통 후
잠실동,주공아파트 5단지,76.5,175000,1978,2019-04-26,10,석촌역,개통 후
잠실동,잠실엘스,59.96,133000,2008,2019-04-22,12,석촌역,개통 후
잠실동,리센츠,124.22,203000,2008,2019-04-11,22,석촌역,개통 후
방이동,올림픽선수기자촌1단지,100.82,149000,1988,2019-04-08,9,석촌역,개통 후
잠실동,리센츠,84.99,158500,2008,2019-04-13,5,석촌역,개통 후
잠실동,한영해시안아파트,54.14,56500,2017,2019-04-06,3,석촌역,개통 후
방이동,올림픽선수기자촌2단지,83.06,135000,1988,2019-04-11,3,석촌역,개통 후
잠실동,주공아파트 5단지,76.5,173000,1978,2019-04-17,1,석촌역,개통 후
송파동,SK,83.8,76000,2001,2019-04-20,11,석촌역,개통 후
신천동,장미2,71.2,119800,1979,2019-04-27,2,석촌역,개통 후
문정동,문정래미안,120.97,110000,2004,2019-04-20,11,석촌역,개통 후
송파동,금강KCC,84.33,71500,2003,2019-04-06,8,석촌역,개통 후
마천동,성영,80.13,45500,2000,2019-04-02,8,석촌역,개통 후
신천동,파크리오,144.77,187000,2008,2019-04-12,27,석촌역,개통 후
가락동,가락(1차)쌍용아파트,84.69,85000,1997,2019-04-13,20,석촌역,개통 후
송파동,송파삼성래미안아파트,79.7,89000,2001,2019-04-01,14,석촌역,개통 후
가락동,가락(1차)쌍용아파트,84.69,81000,1997,2019-04-05,16,석촌역,개통 후
신천동,파크리오,35.24,73000,2008,2019-04-20,18,석촌역,개통 후
잠실동,잠실엘스,59.96,133000,2008,2019-04-08,18,석촌역,개통 후
잠실동,리센츠,84.99,164500,2008,2019-04-13,12,석촌역,개통 후
신천동,장미2,82.45,139000,1979,2019-04-06,11,석촌역,개통 후
가락동,성원상떼빌,136.24,87800,2006,2019-04-08,9,석촌역,개통 후
방이동,올림픽선수기자촌3단지,83.06,133000,1988,2019-04-05,20,석촌역,개통 후
가락동,가락(1차)쌍용아파트,59.92,67000,1997,2019-04-13,20,석촌역,개통 후
오금동,우창,109.72,83000,1985,2019-04-04,10,석촌역,개통 후
오금동,엘리시움아파트,60.22,42000,2017,2019-04-29,1,석촌역,개통 후
장지동,송파파인타운6단지,84.98,90000,2008,2019-04-25,18,석촌역,개통 후
문정동,세양청마루,59.91,60000,2004,2019-04-26,10,석촌역,개통 후
풍납동,현대리버빌1지구,43.2,47000,1999,2019-04-19,6,석촌역,개통 후
석촌동,신부파스카빌,44.66,39000,2003,2019-04-20,6,석촌역,개통 후
신천동,장미1,71.2,120000,1979,2019-04-01,13,석촌역,개통 후
거여동,거여1단지,49.8,53000,1997,2019-04-27,8,석촌역,개통 후
신천동,파크리오,84.9,135000,2008,2019-04-06,24,석촌역,개통 후
석촌동,잠실한솔,59.86,81000,2000,2019-04-01,17,석촌역,개통 후
잠실동,잠실월드메르디앙,82.83,89000,2005,2019-04-25,3,석촌역,개통 후
신천동,파크리오,35.24,71500,2008,2019-04-09,20,석촌역,개통 후
잠실동,주공아파트 5단지,76.5,98755,1978,2019-04-23,11,석촌역,개통 후
잠실동,리센츠,84.99,161000,2008,2019-04-20,18,석촌역,개통 후
신천동,파크리오,84.9,135000,2008,2019-04-01,25,석촌역,개통 후
가락동,극동,84.96,100000,1984,2019-04-06,8,석촌역,개통 후
풍납동,쌍용,84.85,79000,1994,2019-04-02,5,석촌역,개통 후
가락동,현대파크빌,218.49,88000,1999,2019-04-11,8,석촌역,개통 후
가락동,우성,43.79,63000,1986,2019-04-19,3,석촌역,개통 후
문정동,올림픽훼밀리타운,136.325,142000,1988,2019-04-22,10,석촌역,개통 후
문정동,올림픽훼밀리타운,136.325,142000,1988,2019-04-02,10,석촌역,개통 후
잠실동,레이크팰리스,135.82,185000,2006,2019-04-03,21,석촌역,개통 후
가락동,삼환,72.7,78000,1984,2019-04-23,2,석촌역,개통 후
가락동,삼환,72.7,70000,1984,2019-04-23,1,석촌역,개통 후
잠실동,잠실엘스,84.8,150000,2008,2019-04-16,2,석촌역,개통 후
가락동,정산파크뷰,90.07,50600,2004,2019-04-23,6,석촌역,개통 후
장지동,송파파인타운10단지,59.96,84000,2007,2019-04-01,11,석촌역,개통 후
신천동,롯데캐슬골드,166.7,173000,2005,2019-04-04,28,석촌역,개통 후
신천동,파크리오,144.77,171500,2008,2019-04-17,16,석촌역,개통 후
잠실동,트리지움,84.83,150000,2007,2019-04-03,29,석촌역,개통 후
신천동,미성,46.54,120000,1980,2019-04-16,6,석촌역,개통 후
풍납동,극동,79.945,73000,1987,2019-04-04,9,석촌역,개통 후
송파동,가락삼익맨숀,84.828,95000,1984,2019-04-10,3,석촌역,개통 후
잠실동,갤러리아팰리스,151.189,168000,2005,2019-04-04,36,석촌역,개통 후
장지동,송파더센트레,51.77,68150,2013,2019-04-02,14,석촌역,개통 후
가락동,극동,59.4,79500,1984,2019-04-10,7,석촌역,개통 후
풍납동,송파현대힐스테이트,125.64,100000,2006,2019-04-11,7,석촌역,개통 후
오금동,현대(2-4차),130.93,127000,1984,2019-04-13,1,석촌역,개통 후
신천동,파크리오,84.97,159000,2008,2019-04-01,13,석촌역,개통 후
풍납동,쌍용,84.85,60000,1994,2019-04-10,12,석촌역,개통 후
문정동,올림픽훼밀리타운,84.705,108500,1988,2019-04-12,14,석촌역,개통 후
신천동,파크리오,59.86,120000,2008,2019-04-06,15,석촌역,개통 후
잠실동,갤러리아팰리스,176.034,193000,2005,2019-04-05,4,석촌역,개통 후
가락동,한화오벨리스크,25.32,17900,2004,2019-04-09,18,석촌역,개통 후
신천동,진주,148.06,203000,1980,2019-04-02,8,석촌역,개통 후
송파동,가락삼익맨숀,127.808,108200,1984,2019-04-03,4,석촌역,개통 후
잠실동,주공아파트 5단지,82.61,204000,1978,2019-05-29,13,석촌역,개통 후
오금동,현대(2-4차),84.98,102600,1984,2019-05-07,1,석촌역,개통 후
잠실동,주공아파트 5단지,82.61,199000,1978,2019-05-17,13,석촌역,개통 후
잠실동,주공아파트 5단지,82.61,198425,1978,2019-05-31,2,석촌역,개통 후
신천동,잠실더샵스타파크,157.08,143000,2008,2019-05-04,13,석촌역,개통 후
잠실동,주공아파트 5단지,76.5,180500,1978,2019-05-23,15,석촌역,개통 후
거여동,거여1단지,38.9,42500,1997,2019-05-26,11,석촌역,개통 후
신천동,파크리오,59.64,117000,2008,2019-05-31,9,석촌역,개통 후
문정동,올림픽훼밀리타운,158.705,150000,1988,2019-05-30,1,석촌역,개통 후
거여동,현대1차,84.91,75000,1992,2019-05-31,7,석촌역,개통 후
장지동,송파더센트레,51.77,67000,2013,2019-05-25,5,석촌역,개통 후
신천동,진주,148.06,232000,1980,2019-05-29,3,석촌역,개통 후
오금동,우방,59.72,51800,2001,2019-05-29,13,석촌역,개통 후
잠실동,주공아파트 5단지,76.5,183425,1978,2019-05-28,10,석촌역,개통 후
잠실동,리센츠,84.99,169000,2008,2019-05-22,7,석촌역,개통 후
문정동,트윈팰리스(102동),84.78,59900,2006,2019-05-31,3,석촌역,개통 후
가락동,주성파크빌,67.03,40000,2002,2019-05-28,5,석촌역,개통 후
가락동,가락(1차)쌍용아파트,84.69,85500,1997,2019-05-31,22,석촌역,개통 후
신천동,장미1,155.22,195000,1979,2019-05-30,2,석촌역,개통 후
오금동,현대(2-4차),130.93,135000,1984,2019-05-28,13,석촌역,개통 후
문정동,올림픽훼밀리타운,84.751,120000,1988,2019-05-25,10,석촌역,개통 후
오금동,현대(2-4차),84.98,116000,1984,2019-05-28,6,석촌역,개통 후
문정동,문정대우푸르지오1차,84.86,84000,1999,2019-05-22,8,석촌역,개통 후
잠실동,우성아파트,131.08,185000,1981,2019-05-31,5,석촌역,개통 후
신천동,파크리오,144.77,185000,2008,2019-05-25,6,석촌역,개통 후
가락동,로즈힐파크(B동),102.6,56000,2009,2019-05-31,2,석촌역,개통 후
송파동,래미안송파파인탑,64.66,107000,2012,2019-05-24,13,석촌역,개통 후
잠실동,트리지움,59.88,134000,2007,2019-05-24,10,석촌역,개통 후
잠실동,트리지움,59.88,130000,2007,2019-05-25,3,석촌역,개통 후
방이동,올림픽선수기자촌1단지,83.06,138000,1988,2019-05-30,21,석촌역,개통 후
잠실동,주공아파트 5단지,76.5,183560,1978,2019-05-23,5,석촌역,개통 후
문정동,문정시영,46.26,57000,1989,2019-05-30,8,석촌역,개통 후
방이동,올림픽선수기자촌3단지,83.06,142000,1988,2019-05-31,18,석촌역,개통 후
잠실동,주공아파트 5단지,82.61,202425,1978,2019-05-28,11,석촌역,개통 후
거여동,거여2단지효성,134.88,93500,1997,2019-05-28,4,석촌역,개통 후
송파동,아르누보팰리스,136.54,139000,2007,2019-05-24,19,석촌역,개통 후
잠실동,우성아파트,96.04,154000,1981,2019-05-24,15,석촌역,개통 후
가락동,래미안파크팰리스,84.924,117500,2007,2019-05-18,13,석촌역,개통 후
잠실동,리센츠,84.99,160000,2008,2019-05-31,18,석촌역,개통 후
잠실동,잠실엘스,84.97,172000,2008,2019-05-25,15,석촌역,개통 후
신천동,장미3,134.16,182500,1984,2019-05-30,2,석촌역,개통 후
오금동,상아2차아파트,45.77,56000,1988,2019-05-31,3,석촌역,개통 후
장지동,송파더센트레,51.77,69000,2013,2019-05-28,11,석촌역,개통 후
방이동,올림픽선수기자촌1단지,121.23,178000,1988,2019-05-24,12,석촌역,개통 후
오금동,상아2차아파트,60.0,67000,1988,2019-05-30,6,석촌역,개통 후
풍납동,한강극동,59.26,63800,1995,2019-05-18,3,석촌역,개통 후
방이동,코오롱아파트,84.95,87000,1991,2019-05-22,7,석촌역,개통 후
잠실동,트리지움,84.97,149750,2007,2019-05-24,32,석촌역,개통 후
잠실동,잠실엘스,84.8,164000,2008,2019-05-18,26,석촌역,개통 후
문정동,문정시영,25.65,40000,1989,2019-05-21,11,석촌역,개통 후
잠실동,아시아선수촌아파트,99.385,212500,1986,2019-05-20,15,석촌역,개통 후
잠실동,트리지움,84.97,145000,2007,2019-05-20,7,석촌역,개통 후
문정동,건영1,84.81,83000,1996,2019-05-29,6,석촌역,개통 후
잠실동,레이크팰리스,84.82,150000,2006,2019-05-30,17,석촌역,개통 후
신천동,장미1,82.45,150000,1979,2019-05-20,12,석촌역,개통 후
잠실동,잠실엘스,84.8,159000,2008,2019-05-23,13,석촌역,개통 후
마천동,금호어울림,98.01,70000,2006,2019-05-31,5,석촌역,개통 후
문정동,올림픽훼밀리타운,117.585,130000,1988,2019-05-28,3,석촌역,개통 후
잠실동,리센츠,84.99,171000,2008,2019-05-30,15,석촌역,개통 후
잠실동,트리지움,149.45,230000,2007,2019-05-21,8,석촌역,개통 후
잠실동,주공아파트 5단지,82.61,189425,1978,2019-05-23,15,석촌역,개통 후
잠실동,레이크팰리스,59.97,124000,2006,2019-05-20,5,석촌역,개통 후
문정동,올림픽훼밀리타운,84.751,120000,1988,2019-05-23,7,석촌역,개통 후
잠실동,주공아파트 5단지,76.5,181000,1978,2019-05-21,5,석촌역,개통 후
잠실동,잠실엘스,59.96,137500,2008,2019-05-24,19,석촌역,개통 후
잠실동,주공아파트 5단지,76.5,178000,1978,2019-05-16,2,석촌역,개통 후
잠실동,우성아파트,96.65,150700,1981,2019-05-22,2,석촌역,개통 후
신천동,파크리오,121.63,179500,2008,2019-05-22,16,석촌역,개통 후
신천동,장미1,71.2,133000,1979,2019-05-15,11,석촌역,개통 후
잠실동,리센츠,84.99,162000,2008,2019-05-28,4,석촌역,개통 후
장지동,힐스테이트송파위례,101.8,123800,2016,2019-05-11,19,석촌역,개통 후
문정동,문정시영,35.46,43000,1989,2019-05-14,12,석촌역,개통 후
방이동,올림픽선수기자촌1단지,83.06,135000,1988,2019-05-16,19,석촌역,개통 후
신천동,파크리오,84.79,133000,2008,2019-05-25,2,석촌역,개통 후
문정동,올림픽훼밀리타운,158.705,155000,1988,2019-05-21,10,석촌역,개통 후
가락동,우성,43.79,67000,1986,2019-05-23,2,석촌역,개통 후
방이동,올림픽선수기자촌1단지,100.82,153000,1988,2019-05-25,4,석촌역,개통 후
잠실동,레이크팰리스,84.82,151000,2006,2019-05-27,7,석촌역,개통 후
잠실동,레이크팰리스,135.82,219000,2006,2019-05-20,20,석촌역,개통 후
잠실동,레이크팰리스,84.82,147500,2006,2019-05-17,25,석촌역,개통 후
잠실동,우성아파트,131.08,184000,1981,2019-05-31,2,석촌역,개통 후
잠실동,우성아파트,131.08,180000,1981,2019-05-24,2,석촌역,개통 후
방이동,올림픽선수기자촌2단지,100.82,155000,1988,2019-05-15,1,석촌역,개통 후
거여동,현대1차,84.86,67500,1992,2019-05-24,13,석촌역,개통 후
신천동,진주,148.06,220000,1980,2019-05-28,8,석촌역,개통 후
문정동,문정래미안,133.29,110000,2004,2019-05-20,16,석촌역,개통 후
방이동,올림픽선수기자촌1단지,83.06,137000,1988,2019-05-25,7,석촌역,개통 후
잠실동,잠실엘스,84.8,159000,2008,2019-05-28,8,석촌역,개통 후
신천동,파크리오,84.79,141500,2008,2019-05-28,8,석촌역,개통 후
문정동,올림픽훼밀리타운,84.705,108000,1988,2019-05-31,2,석촌역,개통 후
신천동,파크리오,84.9,143000,2008,2019-05-28,36,석촌역,개통 후
신천동,장미1,120.0,170000,1979,2019-05-18,4,석촌역,개통 후
잠실동,우성아파트,82.06,130000,1981,2019-05-15,5,석촌역,개통 후
잠실동,우성아파트,96.65,155000,1981,2019-05-31,12,석촌역,개통 후
문정동,올림픽훼밀리타운,136.325,140000,1988,2019-05-21,2,석촌역,개통 후
가락동,가락금호아파트,59.91,81000,1997,2019-05-11,17,석촌역,개통 후
가락동,우성,43.79,69500,1986,2019-05-20,4,석촌역,개통 후
장지동,위례신도시송파푸르지오,108.119,115000,2015,2019-05-24,11,석촌역,개통 후
방이동,코오롱아파트,84.95,85800,1991,2019-05-31,11,석촌역,개통 후
신천동,파크리오,84.9,145500,2008,2019-05-27,13,석촌역,개통 후
잠실동,트리지움,84.95,158000,2007,2019-05-21,10,석촌역,개통 후
가락동,래미안파크팰리스,84.924,114000,2007,2019-05-25,24,석촌역,개통 후
잠실동,잠실엘스,59.96,135000,2008,2019-05-31,26,석촌역,개통 후
문정동,올림픽훼밀리타운,117.585,141000,1988,2019-05-21,8,석촌역,개통 후
잠실동,잠실엘스,84.97,164500,2008,2019-05-11,13,석촌역,개통 후
신천동,파크리오,59.95,123000,2008,2019-05-20,5,석촌역,개통 후
신천동,파크리오,59.95,120000,2008,2019-05-23,17,석촌역,개통 후
잠실동,잠실엘스,84.8,154000,2008,2019-05-06,2,석촌역,개통 후
마천동,마천대성,59.62,59000,1995,2019-05-17,1,석촌역,개통 후
잠실동,잠실엘스,84.88,168500,2008,2019-05-25,17,석촌역,개통 후
잠실동,아시아선수촌아파트,122.785,238000,1986,2019-05-20,1,석촌역,개통 후
신천동,장미3,134.16,178000,1984,2019-05-24,1,석촌역,개통 후
잠실동,우성아파트,80.76,130000,1981,2019-05-25,1,석촌역,개통 후
신천동,파크리오,84.9,143000,2008,2019-05-24,11,석촌역,개통 후
가락동,래미안파크팰리스,84.885,119500,2007,2019-05-25,13,석촌역,개통 후
가락동,가락(1차)쌍용아파트,59.92,70500,1997,2019-05-21,12,석촌역,개통 후
문정동,올림픽훼밀리타운,84.705,111700,1988,2019-05-15,6,석촌역,개통 후
방이동,올림픽선수기자촌1단지,83.06,131500,1988,2019-05-09,1,석촌역,개통 후
거여동,거여5단지,59.74,52000,1997,2019-05-18,11,석촌역,개통 후
가락동,동궁리치웰(101동),136.16,76500,2002,2019-05-19,10,석촌역,개통 후
가락동,가락금호아파트,85.0,88000,1997,2019-05-25,14,석촌역,개통 후
잠실동,리센츠,84.99,162000,2008,2019-05-16,25,석촌역,개통 후
오금동,대림,125.79,113000,1988,2019-05-17,12,석촌역,개통 후
문정동,올림픽훼밀리타운,117.585,130000,1988,2019-05-14,5,석촌역,개통 후
신천동,파크리오,84.79,144500,2008,2019-05-19,20,석촌역,개통 후
장지동,위례24단지(꿈에그린),51.77,73300,2013,2019-05-28,6,석촌역,개통 후
잠실동,리센츠,84.99,165000,2008,2019-05-06,6,석촌역,개통 후
송파동,송파삼성래미안아파트,105.99,108000,2001,2019-05-14,21,석촌역,개통 후
잠실동,잠실엘스,119.93,190000,2008,2019-05-15,3,석촌역,개통 후
가락동,래미안파크팰리스,84.885,110500,2007,2019-05-20,7,석촌역,개통 후
신천동,파크리오,84.79,138000,2008,2019-05-18,6,석촌역,개통 후
신천동,파크리오,84.79,147500,2008,2019-05-08,27,석촌역,개통 후
신천동,파크리오,84.79,151000,2008,2019-05-18,13,석촌역,개통 후
잠실동,리센츠,27.68,79000,2008,2019-05-24,27,석촌역,개통 후
신천동,파크리오,59.64,119000,2008,2019-05-10,28,석촌역,개통 후
방이동,올림픽선수기자촌3단지,135.99,200000,1988,2019-05-10,9,석촌역,개통 후
