법정동,단지명,전용면적,거래금액(만원),건축년도,계약일,층,역이름,시기
신천동,파크리오,84.79,134500,2008,2019-03-21,11,석촌역,개통 후
문정동,올림픽훼밀리타운,84.705,110000,1988,2019-03-30,14,석촌역,개통 후
방이동,올림픽선수기자촌3단지,135.99,200000,1988,2019-03-21,7,석촌역,개통 후
잠실동,리센츠,84.99,154700,2008,2019-03-14,14,석촌역,개통 후
잠실동,트리지움,59.88,132500,2007,2019-03-30,23,석촌역,개통 후
방이동,올림픽선수기자촌1단지,121.23,165000,1988,2019-03-30,5,석촌역,개통 후
잠실동,리센츠,84.99,168000,2008,2019-03-23,20,석촌역,개통 후
잠실동,주공아파트 5단지,76.5,180000,1978,2019-03-28,12,석촌역,개통 후
잠실동,주공아파트 5단지,76.5,164000,1978,2019-03-14,5,석촌역,개통 후
잠실동,잠실엘스,84.8,166000,2008,2019-03-30,19,석촌역,개통 후
잠실동,트리지움,84.95,142000,2007,2019-03-16,6,석촌역,개통 후
잠실동,트리지움,84.83,140000,2007,2019-03-22,7,석촌역,개통 후
신천동,롯데캐슬골드,148.15,145000,2005,2019-03-26,12,석촌역,개통 후
거여동,거여4단지,39.6,41700,1997,2019-03-30,4,석촌역,개통 후
잠실동,트리지움,84.95,145000,2007,2019-03-15,11,석촌역,개통 후
잠실동,잠실엘스,59.96,125700,2008,2019-03-30,2,석촌역,개통 후
잠실동,잠실엘스,84.8,152000,2008,2019-03-23,9,석촌역,개통 후
송파동,현대,84.96,70000,1997,2019-03-29,11,석촌역,개통 후
신천동,진주,71.34,139500,1980,2019-03-30,6,석촌역,개통 후
방이동,대림,125.075,113000,1985,2019-03-16,2,석촌역,개통 후
문정동,건영1,84.81,86000,1996,2019-03-30,10,석촌역,개통 후
문정동,건영1,84.81,85000,1996,2019-03-13,9,석촌역,개통 후
가락동,송파동부쎈트레빌,84.98,88000,2004,2019-03-29,14,석촌역,개통 후
신천동,장미1,82.45,134000,1979,2019-03-30,11,석촌역,개통 후
거여동,팰리스힐,84.46,40000,2009,2019-03-20,2,석촌역,개통 후
신천동,파크리오,84.9,130500,2008,2019-03-20,12,석촌역,개통 후
신천동,진주,71.34,138000,1980,2019-03-23,1,석촌역,개통 후
방이동,올림픽선수기자촌3단지,83.06,132000,1988,2019-03-17,17,석촌역,개통 후
문정동,올림픽훼밀리타운,84.705,109500,1988,2019-03-13,11,석촌역,개통 후
잠실동,주공아파트 5단지,76.5,173000,1978,2019-03-23,7,석촌역,개통 후
잠실동,트리지움,84.83,144000,2007,2019-03-16,21,석촌역,개통 후
잠실동,트리지움,59.88,123500,2007,2019-03-04,10,석촌역,개통 후
잠실동,주공아파트 5단지,76.5,161000,1978,2019-03-18,2,석촌역,개통 후
방이동,신구블레스밸리,115.17,90000,2004,2019-03-11,10,석촌역,개통 후
신천동,장미1,120.0,169300,1979,2019-03-20,7,석촌역,개통 후
송파동,한양아파트,64.26,82000,1983,2019-03-02,9,석촌역,개통 후
풍납동,한강극동,84.76,70000,1995,2019-03-13,8,석촌역,개통 후
잠실동,리센츠,84.99,155000,2008,2019-03-29,8,석촌역,개통 후
잠실동,잠실엘스,59.96,134000,2008,2019-03-14,12,석촌역,개통 후
잠실동,트리지움,84.83,146500,2007,2019-03-23,3,석촌역,개통 후
방이동,대림,84.915,95000,1985,2019-03-10,7,석촌역,개통 후
송파동,호수임광,56.6,69500,1995,2019-03-18,8,석촌역,개통 후
오금동,현대(2-4차),130.93,127000,1984,2019-03-06,12,석촌역,개통 후
잠실동,레이크팰리스,84.82,144000,2006,2019-03-30,22,석촌역,개통 후
잠실동,주공아파트 5단지,76.5,160800,1978,2019-03-13,1,석촌역,개통 후
문정동,올림픽훼밀리타운,136.325,144000,1988,2019-03-21,11,석촌역,개통 후
잠실동,주공아파트 5단지,82.61,183000,1978,2019-03-22,6,석촌역,개통 후
마천동,송파파크데일1단지,114.81,89500,2011,2019-03-21,4,석촌역,개통 후
풍납동,신동아파밀리에,84.63,60000,1993,2019-03-17,4,석촌역,개통 후
풍납동,신동아파밀리에,59.36,48000,1993,2019-03-17,5,석촌역,개통 후
잠실동,잠실엘스,59.96,133000,2008,2019-03-19,18,석촌역,개통 후
잠실동,트리지움,59.88,130000,2007,2019-03-27,5,석촌역,개통 후
잠실동,리센츠,84.99,169500,2008,2019-03-09,20,석촌역,개통 후
잠실동,잠실엘스,84.88,157000,2008,2019-03-26,12,석촌역,개통 후
오금동,현대(2-4차),84.98,95800,1984,2019-03-03,1,석촌역,개통 후
잠실동,주공아파트 5단지,76.5,169000,1978,2019-03-21,7,석촌역,개통 후
마천동,송파건원여미지아파트,51.761,57800,2018,2019-03-19,16,석촌역,개통 후
마천동,송파건원여미지아파트,51.764,46200,2018,2019-03-29,1,석촌역,개통 후
신천동,한신잠실코아,52.51,75000,1988,2019-03-04,4,석촌역,개통 후
신천동,파크리오,59.95,110500,2008,2019-03-28,11,석촌역,개통 후
잠실동,주공아파트 5단지,76.5,165000,1978,2019-03-02,13,석촌역,개통 후
잠실동,잠실엘스,59.96,133000,2008,2019-03-15,6,석촌역,개통 후
문정동,올림픽훼밀리타운,136.325,144000,1988,2019-03-30,12,석촌역,개통 후
신천동,파크리오,59.95,115500,2008,2019-03-30,5,석촌역,개통 후
잠실동,리센츠,124.22,205000,2008,2019-03-23,32,석촌역,개통 후
풍납동,극동,59.975,66000,1987,2019-03-26,9,석촌역,개통 후
잠실동,트리지움,84.83,136000,2007,2019-03-15,3,석촌역,개통 후
잠실동,잠실엘스,84.8,164900,2008,2019-03-29,13,석촌역,개통 후
잠실동,잠실엘스,84.88,159500,2008,2019-03-16,18,석촌역,개통 후
문정동,올림픽훼밀리타운,136.325,137800,1988,2019-03-29,4,석촌역,개통 후
거여동,현대3차,84.94,61750,1993,2019-03-30,8,석촌역,개통 후
신천동,파크리오,84.79,134800,2008,2019-03-31,23,석촌역,개통 후
신천동,파크리오,84.9,135000,2008,2019-03-16,20,석촌역,개통 후
잠실동,주공아파트 5단지,76.5,164000,1978,2019-03-18,6,석촌역,개통 후
가락동,로즈힐파크(A동),106.29,57000,2009,2019-03-07,2,석촌역,개통 후
잠실동,잠실엘스,59.96,128500,2008,2019-03-12,25,석촌역,개통 후
신천동,장미1,99.0,145000,1979,2019-03-25,13,석촌역,개통 후
잠실동,주공아파트 5단지,76.5,163750,1978,2019-03-12,5,석촌역,개통 후
방이동,올림픽선수기자촌1단지,83.06,123000,1988,2019-03-26,5,석촌역,개통 후
잠실동,리센츠,124.22,202000,2008,2019-03-06,13,석촌역,개통 후
방이동,올림픽선수기자촌2단지,83.06,125000,1988,2019-03-04,3,석촌역,개통 후
신천동,파크리오,84.79,130000,2008,2019-03-13,13,석촌역,개통 후
잠실동,레이크팰리스,59.97,121000,2006,2019-03-27,9,석촌역,개통 후
송파동,가락삼익맨숀,108.338,104900,1984,2019-03-29,4,석촌역,개통 후
잠실동,리센츠,84.99,150000,2008,2019-03-04,17,석촌역,개통 후
잠실동,주공아파트 5단지,81.75,172000,1978,2019-03-18,9,석촌역,개통 후
잠실동,리센츠,27.68,70000,2008,2019-03-18,9,석촌역,개통 후
가락동,우정에쉐르,84.91,51300,2004,2019-03-26,2,석촌역,개통 후
잠실동,잠실엘스,84.8,160000,2008,2019-03-30,18,석촌역,개통 후
잠실동,리센츠,124.22,200000,2008,2019-03-23,9,석촌역,개통 후
잠실동,주공아파트 5단지,76.5,160000,1978,2019-03-10,3,석촌역,개통 후
가락동,한신1,84.51,70000,1993,2019-03-19,7,석촌역,개통 후
풍납동,현대리버빌1지구,43.2,43000,1999,2019-03-16,1,석촌역,개통 후
잠실동,주공아파트 5단지,76.5,165000,1978,2019-03-04,14,석촌역,개통 후
거여동,현대2차,82.96,62000,1992,2019-03-16,3,석촌역,개통 후
잠실동,우성아파트,80.35,128000,1981,2019-03-19,3,석촌역,개통 후
오금동,매그놀리아(1차),80.09,46000,2003,2019-03-23,4,석촌역,개통 후
잠실동,잠실엘스,84.8,151000,2008,2019-03-06,6,석촌역,개통 후
문정동,파크하비오,84.9725,112000,2016,2019-03-28,14,석촌역,개통 후
잠실동,리센츠,59.99,126000,2008,2019-03-20,28,석촌역,개통 후
신천동,장미1,82.45,130000,1979,2019-03-14,8,석촌역,개통 후
잠실동,리센츠,27.68,81000,2008,2019-03-26,27,석촌역,개통 후
송파동,2차한양아파트,64.26,88500,1984,2019-03-16,7,석촌역,개통 후
마천동,송파건원여미지아파트,51.764,48500,2018,2019-03-12,4,석촌역,개통 후
잠실동,트리지움,84.95,140000,2007,2019-03-09,31,석촌역,개통 후
송파동,2차한양아파트,84.92,104000,1984,2019-03-16,12,석촌역,개통 후
장지동,송파더센트레,51.77,67000,2013,2019-03-21,15,석촌역,개통 후
가락동,가락(1차)쌍용아파트,84.69,80500,1997,2019-03-10,19,석촌역,개통 후
신천동,진주,59.47,127000,1980,2019-03-02,10,석촌역,개통 후
문정동,성해,75.83,47500,2003,2019-03-02,8,석촌역,개통 후
잠실동,주공아파트 5단지,82.61,179000,1978,2019-03-14,13,석촌역,개통 후
신천동,잠실푸르지오월드마크,112.25,130000,2013,2019-03-02,13,석촌역,개통 후
잠실동,주공아파트 5단지,82.51,177000,1978,2019-03-14,15,석촌역,개통 후
잠실동,갤러리아팰리스,84.445,115000,2005,2019-03-20,22,석촌역,개통 후
풍납동,동아한가람1,84.38,70000,1995,2019-03-10,13,석촌역,개통 후
가락동,우성,43.79,67000,1986,2019-03-19,6,석촌역,개통 후
문정동,현대(62-5),81.43,72000,1993,2019-03-02,11,석촌역,개통 후
문정동,현대(62-5),54.6,53000,1993,2019-03-01,15,석촌역,개통 후
문정동,올림픽훼밀리타운,84.705,109500,1988,2019-03-09,6,석촌역,개통 후
신천동,파크리오,59.86,111000,2008,2019-03-14,27,석촌역,개통 후
잠실동,리센츠,84.99,145000,2008,2019-03-15,5,석촌역,개통 후
풍납동,씨티극동1,59.95,60000,1998,2019-03-23,4,석촌역,개통 후
잠실동,레이크팰리스,84.82,146000,2006,2019-03-21,22,석촌역,개통 후
거여동,우방1,84.9,63000,1999,2019-03-18,4,석촌역,개통 후
문정동,올림픽훼밀리타운,158.705,154500,1988,2019-03-11,4,석촌역,개통 후
송파동,경남레이크파크,149.89,92500,1999,2019-03-04,24,석촌역,개통 후
장지동,송파파인타운7단지,84.93,90000,2007,2019-03-21,8,석촌역,개통 후
신천동,미성,46.54,89130,1980,2019-03-28,7,석촌역,개통 후
가락동,현대(60동),82.16,77000,1991,2019-03-01,5,석촌역,개통 후
잠실동,잠실엘스,84.88,158000,2008,2019-03-22,24,석촌역,개통 후
장지동,송파파인타운6단지,84.93,89000,2008,2019-03-21,14,석촌역,개통 후
오금동,그랑밸리(119-27),52.09,35000,2012,2019-03-06,7,석촌역,개통 후
신천동,롯데캐슬골드,148.15,147000,2005,2019-03-11,22,석촌역,개통 후
장지동,송파파인타운8단지,59.97,79000,2008,2019-03-02,17,석촌역,개통 후
가락동,삼환,121.04,95000,1984,2019-03-16,10,석촌역,개통 후
잠실동,우성아파트,96.65,145000,1981,2019-03-18,1,석촌역,개통 후
장지동,위례신도시송파푸르지오,106.841,118000,2015,2019-03-09,6,석촌역,개통 후
방이동,주함위너스Ⅰ,84.68,58000,2004,2019-03-15,2,석촌역,개통 후
잠실동,트리지움,84.97,135000,2007,2019-03-09,19,석촌역,개통 후
잠실동,리센츠,84.99,168700,2008,2019-03-02,11,석촌역,개통 후
석촌동,석촌호수효성해링턴타워,15.8307,28300,2015,2019-03-08,15,석촌역,개통 후
석촌동,석촌호수효성해링턴타워,15.8307,29200,2015,2019-03-01,8,석촌역,개통 후
가락동,프라자,84.67,82000,1985,2019-03-06,4,석촌역,개통 후
가락동,가락(1차)쌍용아파트,84.69,88000,1997,2019-03-04,18,석촌역,개통 후
장지동,송파더센트레,59.96,80000,2013,2019-03-04,22,석촌역,개통 후
석촌동,석촌호수효성해링턴타워,15.8307,29990,2015,2019-03-01,19,석촌역,개통 후
풍납동,씨티극동1,59.95,63000,1998,2019-04-10,7,석촌역,개통 후
가락동,sk파크타워,108.82,78000,2003,2019-04-30,7,석촌역,개통 후
장지동,송파파인타운3단지,84.94,84200,2008,2019-04-22,11,석촌역,개통 후
잠실동,주공아파트 5단지,82.61,188000,1978,2019-04-16,3,석촌역,개통 후
신천동,파크리오,84.79,149500,2008,2019-04-13,9,석촌역,개통 후
신천동,파크리오,59.95,108000,2008,2019-04-29,1,석촌역,개통 후
잠실동,잠실엘스,84.8,164000,2008,2019-04-30,4,석촌역,개통 후
신천동,파크리오,121.63,175000,2008,2019-04-27,8,석촌역,개통 후
가락동,송파동부쎈트레빌,84.98,91900,2004,2019-04-23,5,석촌역,개통 후
신천동,파크리오,84.79,101000,2008,2019-04-24,17,석촌역,개통 후
신천동,진주,71.34,140000,1980,2019-04-15,3,석촌역,개통 후
오금동,현대(2-4차),170.32,164500,1984,2019-04-29,12,석촌역,개통 후
잠실동,리센츠,124.22,201000,2008,2019-04-29,24,석촌역,개통 후
잠실동,리센츠,27.68,73000,2008,2019-04-24,29,석촌역,개통 후
잠실동,주공아파트 5단지,82.61,192000,1978,2019-04-29,4,석촌역,개통 후
문정동,올림픽훼밀리타운,136.325,142000,1988,2019-04-23,7,석촌역,개통 후
문정동,문정가락현대1차,123.61,100000,1984,2019-04-30,11,석촌역,개통 후
잠실동,주공아파트 5단지,82.61,186000,1978,2019-04-20,3,석촌역,개통 후
잠실동,주공아파트 5단지,76.5,181560,1978,2019-04-26,13,석촌역,개통 후
신천동,장미1,99.0,154500,1979,2019-04-18,8,석촌역,개통 후
잠실동,레이크팰리스,59.97,127500,2006,2019-04-24,24,석촌역,개통 후
잠실동,잠실엘스,84.8,156000,2008,2019-04-26,8,석촌역,개통 후
신천동,진주,148.06,205000,1980,2019-04-22,9,석촌역,개통 후
잠실동,잠실엘스,84.88,170000,2008,2019-04-27,16,석촌역,개통 후
신천동,장미1,82.45,139000,1979,2019-04-26,8,석촌역,개통 후
문정동,올림픽훼밀리타운,84.751,116600,1988,2019-04-23,12,석촌역,개통 후
송파동,미성맨션,116.94,105000,1985,2019-04-23,5,석촌역,개통 후
풍납동,금강캐스빌,84.06,57000,2010,2019-04-25,2,석촌역,개통 후
잠실동,레이크팰리스,136.74,177000,2006,2019-04-15,4,석촌역,개통 후
잠실동,트리지움,84.95,153500,2007,2019-04-16,22,석촌역,개통 후
잠실동,레이크팰리스,116.19,170000,2006,2019-04-26,27,석촌역,개통 후
잠실동,잠실엘스,59.96,141000,2008,2019-04-27,23,석촌역,개통 후
신천동,파크리오,84.9,135000,2008,2019-04-27,29,석촌역,개통 후
신천동,장미2,71.2,120000,1979,2019-04-27,14,석촌역,개통 후
잠실동,리센츠,84.99,163900,2008,2019-04-24,20,석촌역,개통 후
잠실동,리센츠,84.99,162000,2008,2019-04-19,3,석촌역,개통 후
잠실동,트리지움,84.95,153500,2007,2019-04-27,31,석촌역,개통 후
잠실동,트리지움,59.88,133000,2007,2019-04-29,12,석촌역,개통 후
신천동,장미1,71.2,120000,1979,2019-04-22,3,석촌역,개통 후
신천동,장미2,120.0,160000,1979,2019-04-29,2,석촌역,개통 후
문정동,올림픽훼밀리타운,136.325,138500,1988,2019-04-29,2,석촌역,개통 후
방이동,올림픽선수기자촌2단지,83.06,137000,1988,2019-04-17,9,석촌역,개통 후
신천동,파크리오,144.77,168000,2008,2019-04-13,20,석촌역,개통 후
방이동,올림픽선수기자촌2단지,83.06,135000,1988,2019-04-27,7,석촌역,개통 후
잠실동,리센츠,84.99,155000,2008,2019-04-12,5,석촌역,개통 후
잠실동,리센츠,59.99,140000,2008,2019-04-30,27,석촌역,개통 후
풍납동,강변현대,83.19,59000,1991,2019-04-30,4,석촌역,개통 후
잠실동,우성아파트,80.39,129100,1981,2019-04-27,12,석촌역,개통 후
잠실동,리센츠,59.99,137000,2008,2019-04-12,29,석촌역,개통 후
가락동,가락(1차)쌍용아파트,59.92,68000,1997,2019-04-19,6,석촌역,개통 후
가락동,가락(1차)쌍용아파트,59.92,69000,1997,2019-04-27,21,석촌역,개통 후
문정동,올림픽훼밀리타운,84.705,110500,1988,2019-04-24,2,석촌역,개통 후
문정동,올림픽훼밀리타운,136.325,135000,1988,2019-04-10,11,석촌역,개통 후
잠실동,잠실엘스,84.8,169500,2008,2019-04-13,15,석촌역,개통 후
잠실동,레이크팰리스,84.82,143500,2006,2019-04-13,5,석촌역,개통 후
문정동,올림픽훼밀리타운,136.325,136500,1988,2019-04-24,15,석촌역,개통 후
잠실동,리센츠,84.99,164000,2008,2019-04-27,26,석촌역,개통 후
잠실동,잠실엘스,84.8,175000,2008,2019-04-18,17,석촌역,개통 후
잠실동,잠실엘스,59.96,135000,2008,2019-04-26,5,석촌역,개통 후
송파동,가락삼익맨숀,84.828,94300,1984,2019-04-28,4,석촌역,개통 후
가락동,가락3차쌍용스윗닷홈(103동),84.94,80000,2005,2019-04-25,6,석촌역,개통 후
잠실동,레이크팰리스,136.74,186000,2006,2019-04-08,16,석촌역,개통 후
거여동,현대2차,82.96,65800,1992,2019-04-17,9,석촌역,개통 후
잠실동,트리지움,84.83,150000,2007,2019-04-17,12,석촌역,개통 후
문정동,올림픽훼밀리타운,136.325,140500,1988,2019-04-25,11,석촌역,개통 후
신천동,더샵스타리버,145.93,111000,2006,2019-04-23,7,석촌역,개통 후
신천동,파크리오,35.24,72800,2008,2019-04-30,18,석촌역,개통 후
송파동,한양아파트,105.52,89500,1983,2019-04-25,1,석촌역,개통 후
잠실동,우성아파트,131.08,183000,1981,2019-04-15,4,석촌역,개통 후
장지동,위례신도시송파푸르지오,112.1156,127000,2015,2019-04-05,18,석촌역,개통 후
문정동,문정동아,57.72,47000,1997,2019-04-18,5,석촌역,개통 후
오금동,현대(2-4차),84.98,106500,1984,2019-04-22,11,석촌역,개통 후
신천동,잠실더샵스타파크,186.46,162500,2008,2019-04-27,15,석촌역,개통 후
신천동,진주,59.47,133000,1980,2019-04-27,2,석촌역,개통 후
문정동,올림픽훼밀리타운,84.705,109500,1988,2019-04-17,4,석촌역,개통 후
문정동,올림픽훼밀리타운,136.325,141000,1988,2019-04-16,13,석촌역,개통 후
신천동,진주,71.34,137000,1980,2019-04-08,1,석촌역,개통 후
신천동,장미2,82.45,137000,1979,2019-04-12,4,석촌역,개통 후
문정동,올림픽훼밀리타운,84.751,119000,1988,2019-04-26,10,석촌역,개통 후
신천동,파크리오,84.79,138500,2008,2019-04-15,36,석촌역,개통 후
문정동,문정래미안,120.97,117000,2004,2019-04-06,17,석촌역,개통 후
문정동,올림픽훼밀리타운,84.705,110000,1988,2019-04-08,8,석촌역,개통 후
잠실동,트리지움,84.95,150000,2007,2019-04-27,5,석촌역,개통 후
잠실동,리센츠,84.99,167000,2008,2019-04-20,15,석촌역,개통 후
방이동,올림픽선수기자촌2단지,126.18,180000,1988,2019-04-20,5,석촌역,개통 후
신천동,파크리오,144.77,164000,2008,2019-04-14,30,석촌역,개통 후
신천동,파크리오,84.79,145000,2008,2019-04-06,27,석촌역,개통 후
신천동,파크리오,84.97,148500,2008,2019-04-17,14,석촌역,개통 후
신천동,더샵스타리버,171.53,128000,2006,2019-04-28,10,석촌역,개통 후
잠실동,잠실엘스,84.8,162000,2008,2019-04-04,30,석촌역,개통 후
가락동,극동,120.4,119500,1984,2019-04-19,15,석촌역,개통 후
거여동,거여2단지효성,134.88,88000,1997,2019-04-17,5,석촌역,개통 후
신천동,파크리오,144.77,174000,2008,2019-04-15,28,석촌역,개통 후
잠실동,주공아파트 5단지,82.51,189800,1978,2019-04-24,2,석촌역,개통 후
방이동,올림픽베어스타운1,59.37,71000,1996,2019-04-10,16,석촌역,개통 후
신천동,파크리오,35.24,72800,2008,2019-04-09,19,석촌역,개통 후
잠실동,잠실엘스,59.96,136000,2008,2019-04-10,18,석촌역,개통 후
방이동,한양3,146.96,122500,1985,2019-04-23,11,석촌역,개통 후
문정동,올림픽훼밀리타운,117.585,131000,1988,2019-04-11,9,석촌역,개통 후
잠실동,리센츠,84.99,150000,2008,2019-04-20,3,석촌역,개통 후
신천동,진주,71.34,142000,1980,2019-04-15,8,석촌역,개통 후
방이동,대림,84.915,104800,1985,2019-04-24,7,석촌역,개통 후
거여동,거여5단지,59.74,53000,1997,2019-04-30,6,석촌역,개통 후
신천동,잠실푸르지오월드마크,119.58,142000,2013,2019-04-16,18,석촌역,개통 후
문정동,올림픽훼밀리타운,136.325,144200,1988,2019-04-19,10,석촌역,개통 후
문정동,올림픽훼밀리타운,84.751,117000,1988,2019-04-19,12,석촌역,개통 후
거여동,현대1차,74.83,59000,1992,2019-04-19,8,석촌역,개통 후
오금동,우방,72.77,58000,2001,2019-04-20,2,석촌역,개통 후
마천동,송파건원여미지아파트,51.764,47300,2018,2019-04-20,2,석촌역,개통 후
신천동,파크리오,59.64,118000,2008,2019-04-27,20,석촌역,개통 후
송파동,송파삼성래미안아파트,126.4,111500,2001,2019-04-09,8,석촌역,개통 후
잠실동,잠실엘스,119.93,205000,2008,2019-04-17,21,석촌역,개통 후
잠실동,주공아파트 5단지,76.5,179000,1978,2019-04-21,11,석촌역,개통 후
신천동,진주,81.88,152600,1980,2019-04-08,1,석촌역,개통 후
신천동,장미2,71.2,123000,1979,2019-04-10,8,석촌역,개통 후
거여동,거여1단지,49.8,49000,1997,2019-04-20,12,석촌역,개통 후
잠실동,주공아파트 5단지,82.61,187800,1978,2019-04-15,9,석촌역,개통 후
신천동,장미1,71.2,120000,1979,2019-04-01,7,석촌역,개통 후
가락동,진넥스베르디엠,59.9918,63000,2017,2019-04-20,17,석촌역,개통 후
오금동,우방,84.95,64700,2001,2019-04-04,3,석촌역,개통 후
잠실동,트리지움,59.88,130000,2007,2019-04-13,19,석촌역,개통 후
거여동,거여1단지,49.8,52500,1997,2019-04-11,11,석촌역,개통 후
신천동,파크리오,59.95,118000,2008,2019-04-13,24,석촌역,개통 후
문정동,현대(62-5),54.6,55000,1993,2019-04-24,4,석촌역,개통 후
잠실동,트리지움,84.97,148000,2007,2019-04-23,30,석촌역,개통 후
장지동,송파파인타운7단지,84.93,90000,2007,2019-04-24,9,석촌역,개통 후
신천동,파크리오,121.63,173000,2008,2019-04-23,11,석촌역,개통 후
방이동,올림픽선수기자촌2단지,83.06,133000,1988,2019-04-06,21,석촌역,개통 후
신천동,파크리오,84.79,144000,2008,2019-04-01,9,석촌역,개통 후
거여동,우방1,84.9,63000,1999,2019-04-30,3,석촌역,개통 후
신천동,파크리오,59.95,120000,2008,2019-04-20,8,석촌역,개통 후
방이동,올림픽선수기자촌2단지,100.82,148500,1988,2019-04-08,12,석촌역,개통 후
거여동,현대3차,84.94,58200,1993,2019-04-15,12,석촌역,개통 후
신천동,파크리오,59.95,120000,2008,2019-04-13,19,석촌역,개통 후
풍납동,현대1,83.02,88000,1995,2019-04-29,17,석촌역,개통 후
오금동,대림,84.91,97000,1988,2019-04-05,9,석촌역,개통 후
방이동,해태그린피아빌라트,230.36,160000,1996,2019-04-19,6,석촌역,개통 후
송파동,현대,59.91,60000,1997,2019-04-02,12,석촌역,개통 후
문정동,올림픽훼밀리타운,136.325,150000,1988,2019-04-26,12,석촌역,개통 후
잠실동,잠실엘스,59.96,135000,2008,2019-04-15,22,석촌역,개통 후
가락동,우성,58.46,82500,1986,2019-04-18,14,석촌역,개통 후
마천동,한보1,59.26,55900,1998,2019-04-09,3,석촌역,개통 후
잠실동,리센츠,27.68,80000,2008,2019-04-27,23,석촌역,개통 후
오금동,올림픽파크센트레빌,84.6819,87500,2009,2019-04-27,15,석촌역,개통 후
방이동,그린파크빌아파트,84.56,58500,2002,2019-04-27,3,석촌역,개통 후
잠실동,리센츠,84.99,160000,2008,2019-04-06,13,석촌역,개통 후
풍납동,씨티극동1,59.95,57900,1998,2019-04-06,8,석촌역,개통 후
풍납동,씨티극동1,59.95,59000,1998,2019-04-27,3,석촌역,개통 후
가락동,래미안파크팰리스,84.936,111000,2007,2019-04-07,11,석촌역,개통 후
풍납동,현대리버빌1지구,43.2,47500,1999,2019-04-13,16,석촌역,개통 후
방이동,코오롱아파트,84.95,84000,1991,2019-04-27,13,석촌역,개통 후
잠실동,갤러리아팰리스,164.3,181500,2005,2019-04-06,18,석촌역,개통 후
신천동,파크리오,84.97,138900,2008,2019-04-04,3,석촌역,개통 후
잠실동,트리지움,84.83,150000,2007,2019-04-17,10,석촌역,개통 후
신천동,파크리오,84.79,139500,2008,2019-04-06,32,석촌역,개통 후
풍납동,극동,79.945,79000,1987,2019-04-20,5,석촌역,개통 후
신천동,파크리오,84.9,136000,2008,2019-04-15,22,석촌역,개통 후
잠실동,트리지움,84.83,139000,2007,2019-04-06,1,석촌역,개통 후
풍납동,현대리버빌2지구,84.97,78000,1999,2019-04-02,4,석촌역,개통 후
가락동,동부썬빌,167.262,78500,1998,2019-04-23,13,석촌역,개통 후
방이동,올림픽선수기자촌2단지,83.06,132000,1988,2019-04-24,4,석촌역,개통 후
신천동,파크리오,84.79,147000,2008,2019-04-22,5,석촌역,개통 후
방이동,대림,125.075,109000,1985,2019-04-08,2,석촌역,개통 후
신천동,파크리오,84.9,134500,2008,2019-04-19,36,석촌역,개통 후
풍납동,한강극동,59.26,67000,1995,2019-04-30,8,석촌역,개통 후
신천동,장미1,82.45,138000,1979,2019-04-23,4,석촌역,개통 후
잠실동,트리지움,59.88,130000,2007,2019-04-08,8,석촌역,개통 후
잠실동,주공아파트 5단지,76.5,174000,1978,2019-04-18,3,석촌역,개통 후
가락동,래미안파크팰리스,59.968,97000,2007,2019-04-01,16,석촌역,개통 후
가락동,래미안파크팰리스,84.885,110500,2007,2019-04-02,19,석촌역,개통 후
신천동,파크리오,59.64,115000,2008,2019-04-04,20,석촌역,개통 후
문정동,성해,75.83,48000,2003,2019-04-16,9,석촌역,개통 후
잠실동,리센츠,27.68,74000,2008,2019-04-03,19,석촌역,개통 후
신천동,장미2,82.45,133000,1979,2019-04-24,4,석촌역,개통 후
문정동,올림픽훼밀리타운,84.751,116000,1988,2019-04-06,11,석촌역,개통 후
잠실동,트리지움,59.88,131000,2007,2019-04-05,21,석촌역,개통 후
가락동,우성,43.79,66500,1986,2019-04-08,5,석촌역,개통 후
잠실동,트리지움,84.83,155000,2007,2019-04-22,14,석촌역,개통 후
장지동,위례2차아이파크,90.8877,113000,2016,2019-04-12,14,석촌역,개통 후
신천동,파크리오,84.9,139000,2008,2019-04-22,23,석촌역,개통 후
석촌동,석촌동효신아파트,73.98,47900,2011,2019-04-13,3,석촌역,개통 후
장지동,위례24단지(꿈에그린),75.97,90000,2013,2019-04-02,2,석촌역,개통 후
풍납동,현대1,83.02,83000,1995,2019-04-23,2,석촌역,개통 후
마천동,우방아파트,55.32,45800,2002,2019-04-20,6,석촌역,개통 후
잠실동,갤러리아팰리스,151.189,166000,2005,2019-04-08,36,석촌역,개통 후
잠실동,잠실엘스,59.96,134800,2008,2019-04-13,18,석촌역,개통 후
문정동,문정동아,84.7,59900,1997,2019-04-03,3,석촌역,개통 후
문정동,문정시영,39.69,48700,1989,2019-04-20,4,석촌역,개통 후
가락동,한화오벨리스크,25.32,18000,2004,2019-04-08,17,석촌역,개통 후
문정동,문정가락현대1차,84.98,85000,1984,2019-04-15,6,석촌역,개통 후
신천동,파크리오,84.9,135000,2008,2019-04-20,24,석촌역,개통 후
오금동,다성파크뷰,73.4,48000,2002,2019-04-25,3,석촌역,개통 후
거여동,거여4단지,49.8,53000,1997,2019-04-13,8,석촌역,개통 후
문정동,문정가락현대1차,84.98,87000,1984,2019-04-10,6,석촌역,개통 후
풍납동,극동,59.975,66500,1987,2019-04-04,12,석촌역,개통 후
방이동,올림픽선수기자촌2단지,126.18,170000,1988,2019-04-08,9,석촌역,개통 후
