                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     66,                0.31014,                0.31633,                0.94064,                0.94016,                0.56104,                0.58984,                 0.4794,                0.34696,                0.73402,                0.63721,             0.00060405,             0.00060405,             0.00060405
                     67,                0.31357,                0.32155,                0.92805,                0.93123,                0.86584,                0.92235,                0.76887,                0.35916,                0.78259,                0.63818,             0.00060151,             0.00060151,             0.00060151
                     68,                0.32069,                0.32536,                0.94189,                0.93936,                0.49408,                0.53085,                 0.4163,                0.35478,                0.68256,                0.66707,             0.00059897,             0.00059897,             0.00059897
                     69,                0.31322,                0.32433,                0.94215,                0.90745,                0.95161,                0.97584,                0.77984,                0.38766,                 0.7542,                0.66862,             0.00059644,             0.00059644,             0.00059644
                     70,                0.30411,                0.31769,                0.93958,                0.94732,                0.94435,                 0.9718,                 0.7892,                0.41048,                0.82684,                0.68698,              0.0005939,              0.0005939,              0.0005939
                     71,                0.30322,                0.30675,                0.93175,                0.94142,                0.63308,                0.66666,                0.55635,                0.32231,                0.63576,                0.62295,             0.00059136,             0.00059136,             0.00059136
                     72,                0.30911,                 0.3017,                 0.9342,                0.97785,                0.61182,                0.65772,                0.55485,                0.32998,                0.65065,                0.63733,             0.00058882,             0.00058882,             0.00058882
                     73,                0.30774,                0.30849,                0.94341,                0.96589,                0.93097,                0.98892,                0.80818,                0.31177,                0.66059,                0.61258,             0.00058629,             0.00058629,             0.00058629
                     74,                0.29115,                0.29558,                0.92279,                0.94073,                0.95329,                0.95915,                 0.7813,                0.33463,                0.69331,                0.63377,             0.00058375,             0.00058375,             0.00058375
                     75,                0.30424,                0.31478,                0.93447,                0.92322,                0.94671,                0.93782,                0.77362,                0.34771,                0.76873,                0.64742,             0.00058121,             0.00058121,             0.00058121
                     76,                0.29228,                0.30759,                0.93135,                0.95531,                0.92803,                0.98219,                0.80875,                0.36027,                0.72387,                0.65901,             0.00057867,             0.00057867,             0.00057867
                     77,                0.29492,                0.29535,                0.93233,                0.94697,                0.97008,                0.98705,                0.81572,                0.40098,                0.78717,                 0.6714,             0.00057613,             0.00057613,             0.00057613
                     78,                0.29567,                0.29835,                0.93415,                0.87899,                 0.8159,                0.84828,                0.71573,                0.33304,                0.68582,                0.63155,              0.0005736,              0.0005736,              0.0005736
                     79,                0.30272,                0.30246,                  0.941,                 0.8863,                0.92296,                0.96684,                0.80841,                0.34933,                0.84706,                0.63205,             0.00057106,             0.00057106,             0.00057106
                     80,                0.29462,                0.30952,                0.91468,                0.95764,                0.96299,                   0.99,                0.84279,                 0.3404,                 0.6683,                0.63923,             0.00056852,             0.00056852,             0.00056852
                     81,                0.29913,                0.30505,                0.92452,                0.96234,                0.93628,                0.98909,                0.80828,                0.33355,                 0.6749,                0.62348,             0.00056598,             0.00056598,             0.00056598
                     82,                0.29101,                0.29146,                0.92003,                0.93336,                0.97381,                0.99078,                0.80905,                0.31496,                0.65397,                0.62489,             0.00056345,             0.00056345,             0.00056345
                     83,                0.29457,                0.29703,                0.93532,                0.93345,                0.92784,                0.96155,                0.76874,                0.37415,                 0.7932,                0.65541,             0.00056091,             0.00056091,             0.00056091
                     84,                0.29498,                0.28858,                0.93355,                0.95165,                0.96732,                0.98343,                0.81895,                 0.3595,                0.68419,                0.64963,             0.00055837,             0.00055837,             0.00055837
                     85,                0.28428,                0.29293,                0.92838,                0.97269,                0.95005,                0.99027,                0.82879,                0.32703,                0.63006,                0.63957,             0.00055583,             0.00055583,             0.00055583
                     86,                0.29716,                0.30529,                0.92491,                0.92039,                0.97292,                0.98034,                0.79947,                 0.3419,                0.70173,                0.64533,              0.0005533,              0.0005533,              0.0005533
                     87,                0.27966,                0.28773,                0.90866,                0.97513,                0.94697,                0.98774,                 0.8333,                0.31715,                0.61139,                0.63224,             0.00055076,             0.00055076,             0.00055076
                     88,                0.31911,                0.33789,                0.94719,                0.96212,                0.93548,                0.98532,                0.84699,                 0.2958,                0.68533,                0.62031,             0.00054822,             0.00054822,             0.00054822
                     89,                0.27637,                0.27616,                0.91776,                0.92612,                0.90993,                0.98047,                0.82604,                0.34166,                0.88807,                0.64314,             0.00054568,             0.00054568,             0.00054568
                     90,                 0.2816,                0.27579,                0.92262,                0.95652,                0.97303,                 0.9879,                0.82384,                0.32485,                0.62388,                 0.6242,             0.00054314,             0.00054314,             0.00054314
                     91,                0.29738,                0.29888,                0.93102,                0.91384,                 0.9846,                0.98722,                 0.8199,                0.32969,                0.64904,                0.63526,             0.00054061,             0.00054061,             0.00054061
                     92,                0.27986,                0.27751,                0.92009,                0.93452,                0.97781,                0.97996,                0.80797,                0.32956,                0.64319,                 0.6357,             0.00053807,             0.00053807,             0.00053807
                     93,                0.27527,                0.27445,                 0.9208,                0.93256,                  0.949,                  0.975,                0.79923,                0.35253,                0.73198,                0.64842,             0.00053553,             0.00053553,             0.00053553
                     94,                0.27669,                0.27639,                 0.9138,                0.95156,                0.97043,                0.98729,                0.81785,                0.30224,                0.64385,                 0.6223,             0.00053299,             0.00053299,             0.00053299
                     95,                0.27607,                0.27225,                0.92371,                0.96091,                0.98533,                0.98825,                0.81249,                0.31992,                0.62526,                0.63098,             0.00053046,             0.00053046,             0.00053046
